old_name	new_name	occurrences	first_seen	note
monterFauxWorker	mountFakeWorker	1	tests/server/analysis.test.ts:391	
monterSurObservateurPartage	mountOnObserverShared	1	tests/lib/enregistrement-auto.test.tsx:476	
montes	mounts	2	src/components/tri/fin-de-boucle.tsx:58	
morceau	piece	8	src/server/ffmpeg.ts:67	
morceaux	pieces	1	src/server/vues.ts:288	
mot	word	24	src/components/clip/geste-mot.ts:37	
Mot	Word	1	src/components/clip/transcript-surface.tsx:436	
mot0	word0	2	tests/components/show/transcript-panel.test.tsx:410	
motÀ	wordTo	1	src/components/clip/lecture.ts:41	
motActif	wordActive	2	src/components/clip/lecture.ts:62	
motAuDécalage	wordOffset	1	src/components/clip/recherche.ts:40	
motDuRepérage	detectionWord	1	src/components/tri/modele.ts:120	
MotDuRepérage	DetectionWord	1	src/components/tri/modele.ts:109	
motif	pattern	1	tests/components/clip/crop-picker.test.tsx:89	
mots	sorted	1	src/core/captions/retime.ts:49	
mots	words	22	scripts/dev-transcribe.ts:129	
MOTS	WORDS	1	tests/core/gemini.test.ts:66	
MOTS_COURTS	WORDS_SHORT	1	tests/core/gemini.test.ts:76	
motsDièse	wordsHash	2	src/components/clip/textes.ts:26	
muet	mute	2	tests/server/candidates.test.ts:1225	
MULTIPLES	MULTIPLE	1	src/components/sources/textes.ts:15	
natif	native	1	src/core/framing.ts:1202	
natifEncodé	nativeEncoded	1	src/server/steps/render.ts:1363	
nettoyé	cleaned	2	src/core/gemini/parse.ts:374	
NEUTRE	NEUTRAL	1	src/components/tri/session.ts:68	
nFrontière	nBoundary	1	scripts/vignettes-premier-plan.ts:262	
nInstants	nMoments	1	scripts/mesure-ratios.ts:1155	
nLarge	nWide	1	scripts/vignettes-premier-plan.ts:263	
noeud	node	1	tests/components/tri/fil.test.tsx:569	
nom	name	73	scripts/dev-render.ts:80	
NOM	NAME	1	tests/server/ingest.test.ts:422	
NOM_LISIBLE_OCTETS	NAME_READABLE_OCTETS	1	src/server/vignettes-sources.ts:126	
nombre	number	2	scripts/mesure-ratios.ts:222	
nombreAprès	numberAfter	1	scripts/vignettes-premier-plan.ts:214	
nombreOuNull	numberOrNull	1	src/server/ffprobe.ts:38	
nomDeCache	cacheName	1	src/server/vignettes-sources.ts:129	
nomDePolice	fontName	1	src/core/captions/ass.ts:198	
nommée	named	1	src/components/tri/ecran-projet.tsx:302	
noms	names	8	src/components/clip/panneau-export.tsx:103	
NOMS_PASSAGERS	NAMES_TRANSIENT	1	src/server/steps/candidates.ts:297	
nomsDeSortie	outputNames	1	src/components/clip/textes.ts:79	
NomsDeSortie	OutputNames	1	src/components/clip/textes.ts:61	
nomSidecar	nameSidecar	1	src/server/run.ts:296	
nomSource	nameSource	1	src/components/sources/use-sources.ts:49	
nonNotées	notNoted	2	src/server/steps/candidates.ts:1112	
normalisé	normalized	1	src/components/clip/recherche.ts:48	
normaliser	normalize	1	src/components/clip/recherche.ts:16	
notée	noted	1	src/core/gemini/parse.ts:32	
notées	noted	6	src/server/steps/candidates.ts:776	
noter	note	1	tests/server/run.test.ts:52	
noterEtRécupérer	noteAndRecover	1	src/server/steps/candidates.ts:1206	
noterLesFenêtres	noteWindows	1	src/server/steps/candidates.ts:1158	
noterUnLot	noteABatch	1	src/server/steps/candidates.ts:1302	
nouveaux	freshClips	1	src/core/candidates.ts:63	
nu	bare	1	tests/core/erreurs.test.ts:278	
nul	nullDimensions	1	tests/server/analysis.test.ts:297	
numéroÉcriture	numberWrite	1	src/server/ffmpeg.ts:539	
objet	object	1	src/core/gemini/parse.ts:379	
observé	observed	3	src/server/steps/render.ts:698	
omises	omitted	1	src/server/steps/candidates.ts:1421	
onBilan	onSummary	2	src/server/steps/candidates.ts:746	
onEcarter	onDiscard	2	src/components/tri/candidate-card.tsx:37	
onEchec	onFailure	2	src/components/clip/champs-textes.tsx:30	
onEcrire	onWrite	11	src/components/clip/champs-textes.tsx:29	
onEtendre	onExtend	4	src/components/clip/transcript-surface.tsx:56	
onFermer	onClose	2	src/components/clip/transcript-surface.tsx:394	
onForce	onForced	2	src/components/publication/publish-dialog.tsx:284	
onGarder	onKeep	2	src/components/tri/candidate-card.tsx:36	
onOuvert	onOpen	4	src/components/clip/raccourcis.tsx:189	
onPlacer	onPlace	6	src/components/clip/transcript-surface.tsx:59	
onRecherche	onSearch	3	src/components/clip/transcript-surface.tsx:61	
onReessayer	onRetry	2	src/components/sources/ligne-montage.tsx:33	
onRemonter	onSurface	4	src/components/clip/transcript-surface.tsx:58	
onRequête	onRequest	2	src/components/clip/transcript-surface.tsx:392	
onSelectionner	onSelect	5	src/components/clip/transcript-surface.tsx:55	
onStatut	onStatus	2	src/components/tri/fil.tsx:70	
onSuivant	onNext	2	src/components/clip/transcript-surface.tsx:393	
onTerminer	onFinish	6	src/components/clip/transcript-surface.tsx:57	
onVue	onView	2	src/components/tri/fil.tsx:66	
opacite	opacity	1	src/core/captions/ass.ts:117	
OptionsAnalyse	OptionsAnalysis	1	src/server/steps/analysis.ts:368	
OptionsArtefact	OptionsArtifact	1	src/server/ffmpeg.ts:477	
OptionsLancement	OptionsLaunch	1	src/server/run.ts:621	
OptionsRendu	OptionsRender	1	src/server/steps/render.ts:77	
ordonnées	ordered	1	src/core/transcript.ts:173	
ordre	order	1	tests/core/parcours.test.ts:196	
ORDRE_RATIOS	ORDER_RATIOS	1	src/lib/crop-preview.ts:20	
ordreAffiché	orderDisplayed	1	tests/components/tri/fil.test.tsx:134	
oublierBilan	forgetSummary	1	src/server/steps/candidates.ts:939	
oublierSidecar	forgetSidecar	1	src/server/run.ts:312	
oùRegarder	whereRegarder	1	scripts/mesure-ratios.ts:1067	
outSansChemin	outWithoutPath	1	scripts/vignettes-premier-plan.ts:234	
ouvert	open	7	src/components/clip/raccourcis.tsx:188	
ouverte	open	1	src/components/clip/transcript-surface.tsx:77	
ouverts	open	1	tests/components/tri/fil.test.tsx:193	
ouvrir	open	2	src/components/tri/fil.tsx:230	
PageDeClip	ClipPage	1	src/app/clips/[id]/page.tsx:20	
PageDeProjet	ProjectPage	1	src/app/projects/[id]/page.tsx:18	
pairInférieur	pairLower	1	src/core/framing.ts:123	
pairProche	pairNear	1	src/core/framing.ts:128	
palier	tier	2	tests/core/ffmpeg-args.test.ts:31	
PanneauAvancement	PanelProgress	1	src/components/tri/avancement.tsx:33	
PanneauExport	PanelExport	1	src/components/clip/panneau-export.tsx:36	
paramètres	parameters	1	src/components/tri/ecran-projet.tsx:301	
parClip	byClip	1	scripts/mesure-ratios.ts:537	
parId	byId	2	src/components/tri/fil.tsx:551	
parImage	byImage	4	scripts/mesure-ratios.ts:1014	
parMinutes	byMinutes	1	src/core/transcript.ts:410	
parNom	byName	2	tests/server/sources.test.ts:208	
parole	speech	2	src/core/transcript.ts:409	
paroleSec	speechSec	1	src/server/steps/candidates.ts:1002	
paroleUtile	speechUseful	1	src/core/transcript.ts:354	
partagée	shared	1	src/server/db.ts:243	
partager	share	1	src/server/steps/candidates.ts:1721	
partCouverte	partCovered	1	src/server/steps/candidates.ts:850	
partDeLEcran	lScreenPart	1	src/components/clip/apercu-sortie.tsx:43	
partis	left	2	tests/server/vignettes-sources.test.ts:404	
pas	not	8	scripts/mesure-premier-plan.ts:142	
PAS	NOT	1	src/components/clip/crop-picker.tsx:24	
PAS_DÉVERROUILLÉ	NOT_UNLOCKED	1	src/server/secrets.ts:179	
PAS_RAPIDE	NOT_FAST	1	src/components/clip/crop-picker.tsx:25	
passagères	transient	1	tests/server/candidates.test.ts:1091	
passe	past	1	src/server/steps/candidates.ts:1079	
patcher	patch	2	tests/server/api.test.ts:875	
patchs	patches	3	tests/components/clip/ecran-clip.test.tsx:304	
patchsAvant	patchesBefore	1	tests/components/clip/ecran-clip.test.tsx:396	
peindre	paint	1	src/components/clip/apercu-sortie.tsx:124	
peindreMaintenant	paintNow	1	src/components/clip/apercu-sortie.tsx:159	
peindreRef	paintRef	1	src/components/clip/apercu-sortie.tsx:152	
peindreSortie	paintOutput	1	src/components/clip/apercu-sortie.tsx:54	
pendant	during	1	tests/server/candidates.test.ts:588	
pendantLEncodage	duringLEncoding	1	tests/server/empreinte.test.ts:39	
pendre	pend	1	tests/server/run.test.ts:725	
perdu	lost	1	tests/components/tri/fil.test.tsx:728	
périmé	stale	1	src/app/api/clips/[id]/route.ts:206	
périmée	stale	3	tests/server/db.test.ts:630	
PÉRIODE_ÉCRITURE_MS	PERIOD_WRITE_MS	1	src/server/run.ts:583	
personnes	people	1	tests/core/framing.test.ts:211	
perte	loss	2	src/components/tri/modele.ts:111	
PETIT_CÔTÉ	PETIT_SIDE	1	src/components/clip/apercu-sortie.tsx:34	
peutAnnuler	canCancel	1	src/components/clip/ecran-clip.tsx:70	
peutRenvoyer	canReturn	1	src/components/clip/ecran-clip.tsx:202	
peutRetablir	canRestore	1	src/components/clip/ecran-clip.tsx:71	
phaseProjet	phaseProject	1	src/core/parcours.ts:102	
phasesAtteignables	phasesReachable	1	tests/lib/parcours.test.ts:90	
PHRASES	SENTENCES	1	tests/core/gemini.test.ts:34	
piège	trap	1	tests/server/secrets.test.ts:211	
pile	stack	2	src/components/tri/fil.tsx:104	
Piloté	Driven	1	tests/components/tri/fil.test.tsx:416	
placé	place	4	tests/server/render.test.ts:824	
PlacementMarque	PlacementMarker	1	src/server/steps/render.ts:902	
placerLecture	placePlayback	1	src/components/clip/clip-player.tsx:58	
placés	placed	1	tests/server/render.test.ts:832	
plafond	cap	4	scripts/mesure-premier-plan.ts:158	
PLAFOND_DE_SORTIE	OUTPUT_CAP	1	src/server/steps/candidates.ts:127	
PLAFOND_HAUTEUR	CAP_HAUTEUR	1	src/server/steps/render.ts:860	
plafondAbsolu	capAbsolute	1	src/server/steps/candidates.ts:1448	
plage	range	2	src/server/octets.ts:89	
PLAGE	RANGE	1	src/core/range.ts:34	
plan	plan	20	scripts/dev-run.ts:51	
plan	shot	26	scripts/mesure-ratios.ts:348	
PLAN_A	SHOT_A	1	tests/core/framing.test.ts:229	
PLAN_B	SHOT_B	1	tests/core/framing.test.ts:230	
plancher	floor	5	src/app/api/clips/[id]/route.ts:152	
plancherClips	floorClips	1	src/core/transcript.ts:459	
plancherDOrdre	floorDOrder	1	src/server/db.ts:890	
planifié	scheduled	1	src/components/tri/fil.tsx:611	
planifier	schedule	1	src/core/graph.ts:105	
planifierMarques	scheduleMarkers	1	src/server/steps/render.ts:932	
planPourCibles	planForTargets	1	src/server/run.ts:651	
plans	shots	14	scripts/mesure-ratios.ts:752	
PLANS	SHOTS	1	tests/core/framing.test.ts:231	
plansEnPartition	shotsInPartition	1	src/server/steps/analysis.ts:154	
planSteps	planSteps	1	src/core/graph.ts:71	
plate	flat	1	tests/server/analysis.test.ts:92	
plein	full	1	scripts/dev-commun.ts:87	
pluriel	plural	3	src/components/clip/panneau-export.tsx:122	
pluriels	plurals	1	src/components/sources/textes.ts:99	
plusHaute	moreHigh	1	tests/server/render.test.ts:843	
poisson	fish	1	tests/core/framing.test.ts:913	
police	font	1	src/core/captions/ass.ts:234	
POLICE_PAR_DEFAUT	FONT_BY_DEFAULT	1	src/core/captions/ass.ts:45	
polices	fonts	5	src/server/steps/render.ts:411	
PONCTUATION_FINALE	PUNCTUATION_FINAL	1	src/core/erreurs.ts:144	
PONT_MAX	BRIDGE_MAX	1	src/lib/editing.ts:132	
posé	posed	1	src/components/tri/fil.tsx:595	
poserBaseAncienne	poserBaseOld	1	tests/server/db.test.ts:674	
poserBorne	poserBound	4	src/components/clip/raccourcis.tsx:94	
poserEmpreinte	poserFingerprint	2	tests/server/api.test.ts:121	
poserProjet	poserProject	1	tests/server/run.test.ts:94	
poserRendus	poserRenders	1	tests/server/api.test.ts:108	
poserStatut	poserStatus	1	tests/server/api.test.ts:71	
poserVidéo	poserVideo	2	tests/server/sources.test.ts:103	
positionDe	position	1	src/core/gemini/parse.ts:185	
positionne	positioned	1	src/components/clip/transcript-surface.tsx:167	
positionnels	positional	4	scripts/dev-run.ts:31	
POSIX_NU	POSIX_BARE	1	src/core/erreurs.ts:48	
poster	post	1	src/lib/api.ts:680	
pourcent	percent	4	scripts/dev-commun.ts:84	
pourquoi	why	1	src/server/http.ts:43	
pousser	push	2	src/server/ffmpeg.ts:128	
préambule	preamble	1	tests/worker/detect.test.ts:42	
precedent	previous	5	src/components/clip/crop-picker.tsx:113	
précédent	previous	2	src/core/ffmpeg/args.ts:528	
precedentCandidat	previousCandidate	2	src/lib/queries.ts:289	
precedentClip	previousClip	2	src/lib/queries.ts:292	
précédente	previous	2	src/core/shots.ts:182	
précoce	early	1	tests/core/framing.test.ts:695	
préfixe	prefix	6	src/server/erreurs.ts:76	
PRÉFIXE_DATE	PREFIX_DATE	1	src/core/pipeline.ts:22	
PRÉFIXE_DE_RÉFÉRENCE	REFERENCE_PREFIX	1	src/core/erreurs.ts:58	
PRÉFIXES_DE_RÉFÉRENCE	REFERENCE_PREFIXES	1	src/server/secrets.ts:79	
premier	first	9	src/core/edl.ts:170	
première	first	1	tests/server/db.test.ts:603	
premiereLigne	firstLine	1	src/components/clip/ecran-clip.tsx:163	
premières	first	1	tests/server/run.test.ts:440	
premierPlan	firstShot	1	scripts/mesure-premier-plan.ts:113	
premiers	first	2	tests/server/candidates.test.ts:617	
préparer	prepare	2	tests/server/render.test.ts:1111	
préparerDossier	prepareFolder	1	src/server/paths.ts:231	
près	near	1	scripts/vignettes-premier-plan.ts:294	
présence	presence	4	scripts/dev-transcribe.ts:66	
presents	present	1	tests/core/parcours.test.ts:15	
presqueÉgal	almostEqual	1	tests/core/framing.test.ts:561	
pret	ready	2	src/lib/enregistrement.ts:199	
prêt	ready	2	src/components/tri/ecran-projet.tsx:98	
principale	main	1	src/core/captions/ass.ts:242	
pris	taken	1	src/core/candidates.ts:61	
produire	produce	1	src/server/vignettes-sources.ts:426	
produireArtefact	produceArtifact	1	src/server/ffmpeg.ts:516	
programme	program	1	tests/core/etapes.test.ts:53	
projet	project	35	scripts/dev-ingest.ts:34	
PROJET	PROJECT	5	tests/core/gemini.test.ts:31	
projetDe	project	1	src/server/sources.ts:358	
ProjetInconnuError	ProjectInconnuError	1	src/server/run.ts:107	
projetInitial	projectInitial	1	src/server/run.ts:846	
projets	projects	17	src/server/sources.ts:319	
promesse	promise	10	tests/lib/enregistrement-auto.test.tsx:90	
promesseSurveillee	promiseWatched	1	tests/lib/enregistrement-auto.test.tsx:87	
propose	proposed	1	tests/core/gemini.test.ts:89	
proposées	proposed	1	src/core/gemini/parse.ts:306	
propre	clean	3	src/components/clip/champs-textes.tsx:231	
provisoire	provisional	5	src/components/tri/modele.ts:113	
proxyPret	proxyReady	10	src/components/tri/candidate-card.tsx:38	
publié	published	2	tests/server/analysis.test.ts:499	
publier	publish	2	src/server/run.ts:585	
putClipOrdonné	putClipOrdered	1	src/server/db.ts:940	
pythonDétection	pythonDetection	1	src/server/steps/analysis.ts:273	
quand	when	1	tests/server/ingest.test.ts:241	
quart	quarter	1	tests/server/candidates.test.ts:1662	
quinze	fifteen	1	tests/core/gemini.test.ts:308	
quitter	quit	1	scripts/dev-commun.ts:121	
quoi	what	11	scripts/mesure-ratios.ts:579	
RACCOURCIS	SHORTCUTS	1	src/components/tri/fil.tsx:670	
racine	root	23	src/core/erreurs.ts:198	
RACINE	ROOT	1	tests/worker/detect.test.ts:24	
racines	roots	6	src/core/erreurs.ts:194	
racineVenv	rootVenv	1	src/server/steps/transcript.ts:49	
raison	reason	10	src/components/tri/candidate-card.tsx:228	
Raison	Reason	1	src/components/tri/relance.tsx:251	
RAISON_DE_LÉCART	GAP_REASON	1	src/server/steps/render.ts:746	
RAISON_EN_COURS	REASON_IN_CURRENT	1	src/components/tri/relance.tsx:32	
rang	rank	7	scripts/mesure-ratios.ts:378	
ranger	sort	1	src/server/steps/candidates.ts:1418	
rapides	fast	1	tests/lib/editing.test.ts:146	
ratioDe	ratio	1	scripts/mesure-ratios.ts:241	
ratioNatif	ratioNative	1	src/components/clip/textes.ts:79	
réarmerLeDisjoncteur	rearmCircuitBreaker	1	src/server/vignettes-sources.ts:287	
recalés	recalibrated	1	src/server/steps/render.ts:1902	
recherche	search	3	src/components/clip/ecran-clip.tsx:81	
reconcilie	reconciled	9	tests/lib/enregistrement-auto.test.tsx:125	
reconcilier	reconcile	4	src/lib/enregistrement.ts:205	
reconcilierRef	reconcileRef	1	src/lib/enregistrement.ts:274	
reçu	received	2	src/server/run.ts:129	
RÉCUPÉRATION_MAX	RECOVERY_MAX	1	src/server/steps/candidates.ts:110	
récupérer	recover	1	src/server/steps/candidates.ts:1365	
RÉEL	REAL	1	tests/server/ffprobe.test.ts:11	
refaireLesSorties	redoOutputs	1	src/server/steps/render.ts:812	
référence	reference	14	scripts/mesure-ratios.ts:631	
RÉFÉRENCE	REFERENCE	1	tests/server/erreurs.test.ts:34	
RÉFÉRENCE_CITÉE	REFERENCE_CITED	1	src/core/erreurs.ts:141	
RÉFÉRENCE_NUE	REFERENCE_BARE	1	src/core/erreurs.ts:120	
référencesConnues	referencesKnown	1	src/server/erreurs.ts:76	
refus	rejection	3	tests/server/render.test.ts:1142	
REFUS_DE_CONTENU	CONTENT_REJECTION	1	src/server/steps/candidates.ts:229	
refusal	rejection	1	src/server/llm/openai.ts:55	
REFUSAL_STATUS	REJECTION_STATUS	1	src/app/api/projects/[id]/transcript/route.ts:70	
refusalMessage	rejectionMessage	2	src/app/api/projects/[id]/transcript/route.ts:121	
refusant	rejecting	1	tests/server/candidates.test.ts:928	
refuse	rejected	3	src/lib/enregistrement.ts:119	
refusé	rejected	6	src/components/clip/ecran-clip.tsx:305	
refusées	rejected	1	src/server/steps/candidates.ts:794	
refuserFauteDeMarque	markerRejectFaute	1	src/server/steps/render.ts:1053	
refusés	rejected	3	src/server/steps/candidates.ts:1212	
région	region	1	tests/components/tri/avancement.test.tsx:220	
réglage	setting	1	src/core/framing.ts:428	
réglages	settings	1	src/server/steps/candidates.ts:1003	
RÈGLES_DE_PURETÉ	PURITY_RULES	1	tests/core/purete.test.ts:25	
reinitialiser	reset	2	src/components/clip/lecture.ts:75	
rejetées	rejected	1	src/core/framing.ts:1229	
rejeter	reject	5	tests/lib/enregistrement-auto.test.tsx:69	
rejets	rejections	1	tests/components/settings/settings-screen.test.tsx:172	
rejouer	replay	11	tests/lib/enregistrement-auto.test.tsx:160	
relacher	release	3	src/components/clip/transcript-surface.tsx:139	
relâcher	release	2	tests/server/api.test.ts:291	
relance	retry	2	src/components/tri/relance.tsx:50	
releve	reading	2	tests/components/tri/avancement.test.tsx:22	
relevé	reading	5	src/components/sources/ligne-montage.tsx:195	
Relevé	Reading	1	src/server/sources.ts:174	
RelevéDossier	ReadingFolder	1	src/server/sources.ts:73	
relevéPrésence	readingPresence	1	src/server/run.ts:343	
relever	capture	3	src/server/sources.ts:89	
releverAvecGarde	captureWithGuard	1	src/server/sources.ts:200	
releverLeDossier	captureFolder	1	src/server/sources.ts:115	
relevés	readings	1	tests/lib/parcours.test.ts:64	
relu	reread	5	src/app/api/clips/[id]/route.ts:308	
relus	reread	1	tests/server/db.test.ts:583	
remède	fix	2	src/server/secrets.ts:190	
remonterMot	surfaceWord	2	src/store/editor.ts:63	
remplacé	replaced	1	tests/server/render.test.ts:603	
remplacer	replace	1	tests/components/tri/ecran-projet.test.tsx:30	
rendu	render	6	src/server/steps/render.ts:1715	
rendu	view	2	tests/components/clip/panneau-export.test.tsx:74	
rendus	renders	3	tests/lib/enregistrement-auto.test.tsx:133	
rendusPrésents	rendersPresent	1	src/server/run.ts:327	
RENONCEMENT	GIVE_UP	2	src/server/sources.ts:171	
renoncer	abandon	1	src/server/ffmpeg.ts:385	
réordonné	reordered	1	tests/server/render.test.ts:523	
REPARATION	REPAIR	1	src/components/sources/ligne-montage.tsx:77	
répartition	distribution	2	scripts/mesure-premier-plan.ts:200	
repérage	detection	2	src/server/run.ts:75	
RepérageOptions	DetectionOptions	1	src/server/steps/candidates.ts:728	
Reperes	Landmarks	1	src/lib/parcours.ts:20	
repli	existingFolder	1	tests/server/paths.test.ts:205	
repli	fallback	8	src/core/captions/ass.ts:90	
REPLI_INSTANT_S	FALLBACK_MOMENT_S	1	src/server/vignettes-sources.ts:198	
repondre	respond	1	tests/components/sources/library-screen.test.tsx:214	
reponse	response	11	tests/components/clip/ecran-clip.test.tsx:82	
réponse	patchResult	1	tests/lib/queries.test.tsx:197	
réponse	response	44	src/app/api/clips/[id]/renders/[file]/route.ts:72	
réponseErreur	responseError	1	src/server/http.ts:77	
reponses	responses	1	tests/components/sources/library-screen.test.tsx:76	
repris	resumed	5	tests/lib/enregistrement-auto.test.tsx:71	
reprise	resume	2	src/components/tri/avancement.tsx:38	
requête	request	15	src/app/api/clips/[id]/export/route.ts:36	
requêteInvalide	requestInvalid	1	src/server/http.ts:43	
résolu	resolved	1	src/server/paths.ts:79	
résolus	resolved	3	scripts/dev-commun.ts:53	
résolveur	resolver	1	tests/server/render.test.ts:1536	
resolveVide	resolveEmpty	1	tests/server/api.test.ts:66	
resoudre	resolve	6	tests/components/sources/library-screen.test.tsx:215	
résoudre	resolve	12	src/server/steps/candidates.ts:507	
résoudreSecrets	resolveSecrets	2	src/instrumentation.ts:23	
respiration	breath	1	tests/lib/editing.test.ts:177	
resserrés	tightened	1	scripts/mesure-ratios.ts:640	
restant	remaining	1	src/server/steps/candidates.ts:1135	
restants	remaining	1	scripts/dev-commun.ts:123	
reste	remaining	8	src/core/pipeline.ts:39	
restes	remaining	1	tests/server/candidates.test.ts:685	
resultat	result	2	src/lib/enregistrement.ts:315	
résultat	result	49	scripts/dev-render.ts:50	
résultats	results	5	src/components/clip/transcript-surface.tsx:115	
resume	summary	1	src/components/clip/panneau-export.tsx:123	
résuméProjet	summaryProject	1	src/server/vues.ts:25	
retablir	restore	4	src/components/clip/raccourcis.tsx:91	
rétablir	restore	1	src/server/db.ts:986	
rétablirJetons	restoreTokens	1	src/server/db.ts:1039	
retenir	keep	2	src/server/run.ts:291	
retenues	kept	12	src/core/framing.ts:1231	
retenus	kept	1	src/server/db.ts:963	
retirer	remove	2	src/components/clip/raccourcis.tsx:92	
retirerClôtures	removeClosures	1	src/core/gemini/parse.ts:390	
retirerSelection	removeSelection	2	src/store/editor.ts:62	
retires	removed	1	tests/server/ingest.test.ts:285	
retirés	removed	1	tests/server/ingest.test.ts:313	
retour	returning	4	src/components/tri/ecran-projet.tsx:330	
retourné	returned	1	tests/server/analysis.test.ts:75	
retournée	returned	1	tests/server/analysis.test.ts:98	
réussi	succeeded	1	src/server/paths.ts:236	
réussis	succeeded	1	src/server/steps/candidates.ts:1640	
revenu	returned	1	tests/server/candidates.test.ts:622	
rien	nothing	2	tests/components/tri/modele.test.ts:144	
riennEstProduit	nothingEstProduced	1	tests/components/clip/panneau-export.test.tsx:45	
rognée	cropped	1	scripts/mesure-ratios.ts:882	
RunPlan	RunPlan	1	src/lib/api.ts:141	
saisir	input	1	src/components/clip/champs-textes.tsx:212	
sans	without	1	tests/core/parcours.test.ts:94	
SANS_BYTECODE	WITHOUT_BYTECODE	1	tests/worker/detect.test.ts:32	
sansClip	withoutClip	1	tests/lib/queries.test.tsx:130	
sansÉtendue	withoutExtent	1	tests/core/transcript.test.ts:263	
sansFiltre	withoutFilter	2	scripts/mesure-premier-plan.ts:235	
sansHorodatage	withoutTimestamp	1	scripts/dev-transcribe.ts:130	
sansJeton	withoutToken	1	tests/server/api.test.ts:1066	
sansMarge	withoutMargin	1	tests/core/framing.test.ts:374	
sansPolice	withoutFont	1	tests/server/empreinte.test.ts:607	
sansSousTitres	withoutUnderTitles	1	tests/server/render.test.ts:538	
sauterLeRendu	sauterRender	1	src/server/steps/render.ts:775	
sauvées	saved	1	scripts/mesure-premier-plan.ts:120	
schéma	schema	1	src/server/http.ts:110	
SCHÉMA	SCHEMA	1	src/server/db.ts:53	
SCHÉMA_ANALYSE	SCHEMA_ANALYSIS	1	src/server/steps/analysis.ts:182	
SCHÉMA_ANCIEN	SCHEMA_OLD	1	tests/server/db.test.ts:651	
SCHÉMA_BOÎTE	SCHEMA_BOX	1	src/server/steps/analysis.ts:73	
SCHÉMA_CLIP	SCHEMA_CLIP	1	src/core/gemini/parse.ts:43	
SCHÉMA_DÉTAIL	SCHEMA_DETAIL	1	src/server/steps/candidates.ts:351	
SCHÉMA_EMPREINTE	SCHEMA_FINGERPRINT	1	src/server/steps/render.ts:418	
SCHÉMA_MOT	SCHEMA_WORD	1	src/server/steps/candidates.ts:661	
SCHÉMA_NOTATION	SCHEMA_NOTATION	1	src/server/steps/candidates.ts:330	
SCHÉMA_NOTE	SCHEMA_NOTE	1	src/core/gemini/parse.ts:37	
SCHÉMA_PLAN	SCHEMA_SHOT	1	src/server/steps/analysis.ts:68	
SCHÉMA_TAILLE	SCHEMA_SIZE	1	src/server/steps/analysis.ts:62	
SCHÉMA_TRANSCRIPT	SCHEMA_TRANSCRIPT	1	src/server/steps/candidates.ts:663	
scriptDétection	scriptDetection	1	src/server/steps/analysis.ts:306	
seconde	second	2	tests/server/db.test.ts:608	
secondes	seconds	6	scripts/dev-commun.ts:59	
SECONDES_PAR_CRÉNEAU	SECONDS_BY_SLOT	1	src/core/transcript.ts:343	
secondesDeParole	speechSeconds	1	src/core/transcript.ts:278	
SEGMENT_DANS_LE_CLIP	SEGMENT_IN_CLIP	1	tests/server/empreinte.test.ts:762	
SEGMENT_HORS_DU_CLIP	CLIP_SEGMENT_HORS	1	tests/server/empreinte.test.ts:774	
SegmentDeTranscript	TranscriptSegment	1	tests/server/empreinte.test.ts:170	
segmentsIdentiques	segmentsIdentical	1	src/lib/enregistrement.ts:50	
selectionne	selected	4	src/components/clip/transcript-surface.tsx:438	
selonLaCause	perCause	1	src/components/sources/ligne-montage.tsx:96	
sens	direction	1	scripts/mesure-premier-plan.ts:246	
séparateur	separator	1	scripts/mesure-ratios.ts:1113	
separes	separated	2	tests/lib/editing.test.ts:159	
serré	tight	1	tests/server/render.test.ts:931	
serveur	server	2	tests/components/sources/library-screen.test.tsx:75	
servir	serve	1	tests/components/tri/ecran-projet.test.tsx:82	
servirFichier	serveFile	1	src/server/octets.ts:214	
servirProxy	serveProxy	1	tests/server/proxy.test.ts:6	
servirRendu	serveRender	1	tests/server/api.test.ts:6	
setAide	setHelp	2	src/components/clip/ecran-clip.tsx:100	
setCopié	setCopy	1	src/components/clip/panneau-export.tsx:587	
setCurseur	setCursor	1	src/components/clip/transcript-surface.tsx:108	
setEchec	setFailure	2	src/components/clip/champs-textes.tsx:149	
setEnLecture	setInPlayback	1	src/components/clip/clip-player.tsx:121	
setFigé	setFrozen	1	src/components/tri/fil.tsx:526	
setForce	setForced	1	src/components/publication/publish-dialog.tsx:103	
setOuvert	setOpen	1	src/components/tri/relance.tsx:183	
setPile	setStack	1	src/components/tri/fil.tsx:104	
setRang	setRank	1	src/components/clip/transcript-surface.tsx:114	
setRecherche	setSearch	1	src/components/clip/ecran-clip.tsx:81	
setRéglage	setSetting	1	src/server/db.ts:693	
setRequête	setRequest	1	src/components/clip/transcript-surface.tsx:113	
setSecondes	setSeconds	1	src/components/tri/avancement.tsx:333	
setSignatureRendue	setSignatureRendered	1	src/components/clip/panneau-export.tsx:98	
setStatuts	setStatuses	1	tests/components/tri/fil.test.tsx:106	
setSuivi	setTracked	1	src/components/clip/transcript-surface.tsx:111	
setTextesEnEchec	setTextsInFailure	1	src/components/clip/ecran-clip.tsx:90	
setValeur	setValue	1	src/components/clip/champs-textes.tsx:148	
setVue	setView	1	tests/components/tri/fil.test.tsx:78	
seuil	threshold	5	scripts/mesure-ratios.ts:311	
SEUIL_SCÈNE	THRESHOLD_SCENE	1	src/server/steps/analysis.ts:409	
